"idIndividu","identite","prenom","nom","surnom","provVille","titre","profession","chargeEccl","sante","provDioc","statut","residence","titre2","profession2","identiteNorm","genre","provVilleT","titreT","titreTN","professionT","professionTN","chargeEcclT","chargeEcclTN","provDiocT","santeT","statutT","statutTN","titre2T","titre2TN","profession2T","profession2TN","decedeAvant","mention1","prenomTN","nomTN","nomDetail","professionCategorie","professionTheme","identification","dateChargeEccl"
5955,"petrus furnerii","petrus","furnerii",NULL,NULL,NULL,NULL,NULL,NULL,"tulen diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de toul",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"pierre","fornier",NULL,NULL,NULL,"homme",NULL
6056,"pontius algiacçii","pontius","algiacçii",NULL,NULL,NULL,NULL,NULL,NULL,"valentin diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de valence",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"pons","algiacçii",NULL,NULL,NULL,"homme",NULL
6256,"johannes calverie","johannes","calverie",NULL,NULL,NULL,NULL,NULL,NULL,"vivarien diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de viviers",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","calverie",NULL,NULL,NULL,"homme",NULL
6273,"petrus crosani","petrus","crosani",NULL,NULL,NULL,"mensurator salis",NULL,NULL,"vivarien diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"mesureur de sel","mesureur de sel",NULL,NULL,"diocese de viviers",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"pierre","crosani",NULL,"officier employe d administration","sel","homme",NULL
6452,"astruga","astruga",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"astruga",NULL,NULL,NULL,NULL,"femme",NULL
6549,"bertrandus nicholay","bertrandus","nicholay",NULL,"vrica",NULL,"mercator",NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","vrica",NULL,NULL,"marchand","marchand",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"bertrand","nicholai",NULL,"marchand","negoce","homme",NULL
6648,"ferrarius","ferrarius",NULL,NULL,"apta",NULL,"conreator",NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","apt",NULL,NULL,"corroyeur","corroyeur",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"ferreol",NULL,NULL,"cuir","cuir","homme",NULL
6728,"giraldus raynaldi","giraldus","raynaldi",NULL,"terraschone",NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","tarascon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"gerald","raynaldi",NULL,NULL,NULL,"homme",NULL
1904,"guillelmus de montayssono","guillelmus","de montayssono",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"guillaume","de montayssono",NULL,NULL,NULL,"homme",NULL
1914,"heredes ancelmi senhoreti",NULL,"senhoreti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,NULL,"senhoreti",NULL,NULL,NULL,"heritier",NULL
1199,"petrus caditse","petrus","caditse",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Petri Caditse","homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,"pierre","caditse",NULL,NULL,NULL,"homme",NULL
3992,"guillelmus de triparia","guillelmus","de triparia",NULL,NULL,"dominus",NULL,NULL,NULL,NULL,NULL,NULL,"miles",NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"chevalier","chevalier",NULL,NULL,NULL,1298,"guillaume","de triparia",NULL,NULL,NULL,"homme",NULL
3982,"raymundus ancelli","raymundus","ancelli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"raymond","ancelli",NULL,NULL,NULL,"homme",NULL
2732,"peire de peiano","peire","de peiano",NULL,NULL,NULL,"notaire de la chambre apostolique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"notaire de la chambre apostolique","notaire",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1392,"pierre","de peiano",NULL,"metier du droit","ecrit","homme",NULL
458,"guillelmus fabri","guillelmus","fabri","pelherii",NULL,NULL,"mercator",NULL,NULL,NULL,"citoyen d avignon 1384",NULL,NULL,"pelherius","guillelm fabri","homme",NULL,NULL,NULL,"marchand","marchand",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,"pelletier","pelletier",NULL,1354,"guillaume","fabre",NULL,"cuir","cuir","homme",NULL
3746,"petrus rostagni","petrus","rostagni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"pierre","rostagni",NULL,NULL,NULL,"homme",NULL
1205,"robertus de sarhnaco","robertus","de sarhnaco",NULL,NULL,NULL,"cursor pape",NULL,NULL,NULL,NULL,NULL,NULL,NULL," Roberti de Sarhnaco","homme",NULL,NULL,NULL,"courrier du pape","courrier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"robert","de sarnhaco",NULL,"homme de peine domestique","fonction","homme",NULL
1020,"guillelmus arnaldi","guillelmus","arnaldi",NULL,NULL,NULL,"pellicerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"pelletier","pelletier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"guillaume","arnald",NULL,"cuir","cuir","homme",NULL
4149,"johannes de rus","johannes","de rus",NULL,NULL,NULL,NULL,NULL,NULL,"atrebaten diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese d arras",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jean","de rus",NULL,NULL,NULL,"homme",NULL
268,"jacoba pontii","jacoba","pontii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jacoba ponci","femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"jacqueline","pont","nom du pere",NULL,NULL,"femme",NULL
4194,"johannes balghori","johannes","balghori",NULL,NULL,NULL,NULL,NULL,NULL,"avignon diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese d avignon",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","balghori",NULL,NULL,NULL,"homme",NULL
1126,"eveni britonis","eveni","britonis",NULL,NULL,NULL,"cursor pape",NULL,NULL,NULL,NULL,NULL,NULL,NULL," Yvonis Britonis","homme",NULL,NULL,NULL,"courrier du pape","courrier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"eveni","britonis",NULL,"homme de peine domestique","fonction","homme",NULL
4754,"colius gibilini","colius","gibilini",NULL,NULL,NULL,NULL,NULL,NULL,"cistaricen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de sisteron",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"colin","gibilini",NULL,NULL,NULL,"homme",NULL
4840,"petrus bolsonus","petrus","bolsonus",NULL,NULL,NULL,"macellari",NULL,NULL,"ebredun diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"boucher","boucher",NULL,NULL,"diocese d embrun",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"pierre","bolsonus",NULL,"metier de l alimentation","viande vollailes betes","homme",NULL
5143,"hinrius de sancto francischo","hinrius","de sancto francischo",NULL,NULL,NULL,"pischator",NULL,NULL,"losan diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"pecheur","pecheur",NULL,NULL,"diocese de lausanne",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"henri","de sancto francischo",NULL,"metier dans le domaine maritime et fluvial","poisson","homme",NULL
6088,"johannes serena","johannes","serena",NULL,NULL,NULL,NULL,NULL,NULL,"vapincen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de gap",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","serena",NULL,NULL,NULL,"homme",NULL
7678,"johannes clerici","johannes","clerici",NULL,NULL,NULL,NULL,NULL,NULL,"belicen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de belley",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","clerici",NULL,NULL,NULL,"homme",NULL
767,"guillermus laugerii","guillermus","laugerii","de meleto",NULL,NULL,"cultor",NULL,"quondam 1366",NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"agriculteur","agriculteur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1368,1368,"guillaume","laugerii",NULL,"metier de l agriculture et de l elevage","agriculture","homme",NULL
8112,"amedeus de anulhin","amedeus","de anulhin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"juif",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"juif","juif",NULL,NULL,NULL,NULL,NULL,1358,"amedee","de anulhin",NULL,NULL,NULL,"homme",NULL
8743,"raymundus panelli","raymundus","panelli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen d avignon",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"raymond","panelli",NULL,NULL,NULL,"homme",NULL
3536,"jacobus hugonis","jacobus","hugonis",NULL,NULL,NULL,"speciator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"epicier","epicier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"jacques","hugonis",NULL,"marchand","negoce","homme",NULL
3241,"petrus cathalanus","petrus","cathalanus",NULL,NULL,NULL,"curaterius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"cordonnier","cordonnier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1233,"pierre","catalan",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
3493,"bermondus gantuella","bermondus","gantuella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"bermond","gantuella",NULL,NULL,NULL,"homme",NULL
2522,"ludrovin de mervigar","ludrovin","de mervigar",NULL,NULL,NULL,NULL,NULL,NULL,"dycoesis de nempde",NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de nempde",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1365,"louis","de mervigar",NULL,NULL,NULL,"homme",NULL
3780,"r. serralligier","r.","serralligier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1251,"r.","serralligier",NULL,NULL,NULL,"homme",NULL
2607,"johan de sant miquel","johan","de sant miquel",NULL,NULL,NULL,"fustier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"fustier","fustier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1370,"jean","de sancto michaele",NULL,"metier de la construction","bois","homme",NULL
1713,"johannes del carme","johannes","del carme",NULL,NULL,NULL,"speciarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"epicier","epicier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1380,"jean","del carme",NULL,"marchand","negoce","homme",NULL
2109,"thomassius bonaudi","thomassius","bonaudi",NULL,NULL,NULL,"laborator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"agriculteur","agriculteur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1380,"thomas","bonaudi",NULL,"metier de l agriculture et de l elevage","agriculture","homme",NULL
388,"micheal vergerii","micheal","vergerii",NULL,"valentine",NULL,"estivator botarum",NULL,NULL,"diocesis provincie viennensis","cortisian",NULL,NULL,NULL,"michael vergerii","homme","valence",NULL,NULL,"tavernier","tavernier",NULL,NULL,"diocese de vienne",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1366,"michel","verger",NULL,"hoteliers taverniers","vin","homme",NULL
856,"raymundus petri de vienna","raymundus","petri de vienna",NULL,NULL,NULL,"coloratoris pellium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"teinturier de peau ou de fourure","teinturier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"raymond","petri de vienna",NULL,"metier de l habillement et de la chaussure","cuir","homme",NULL
2956,"jaume mietini","jaume","mietini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1359,"jacques","mietini",NULL,NULL,NULL,"homme",NULL
4474,"jachettus roderii","jachettus","roderii",NULL,NULL,NULL,"roderii",NULL,NULL,"cabilon diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"charron","charron",NULL,NULL,"diocese de chalon sur saone",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jacquet","roderii",NULL,"metier consacre aux chevaux et au transport","transport","homme",NULL
4641,"hinricus angrini","hinricus","angrini",NULL,NULL,NULL,NULL,NULL,NULL,"celon diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de sens",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"henri","angrini",NULL,NULL,NULL,"homme",NULL
25,"laura de curthedone","laura","de curthedone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"laura de curthedone","femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"laure","de courthezon","nom present",NULL,NULL,"femme",NULL
1582,"dulcelina raymundi","dulcelina","raymundi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"douce","raimund","nom du mari",NULL,NULL,"femme",NULL
9036,"bartholomeus de balma","bartholomeus","de balma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1392,"barthelemi","de balme",NULL,NULL,NULL,"homme",NULL
2270,"symonetus","symonetus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1372,"simonet",NULL,NULL,NULL,NULL,"homme",NULL
3550,"guillelmus lamberti","guillelmus","lamberti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"guillaume","lamberti",NULL,NULL,NULL,"homme",NULL
3057,"monet de caortz","monet","de caortz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1377,"monet","de cahors",NULL,NULL,NULL,"homme",NULL
2050,"guillelmus ubertini","guillelmus","ubertini",NULL,NULL,NULL,"hostalerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"aubergiste","aubergiste",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"guillaume","ubertini",NULL,"hoteliers taverniers","vin","homme",NULL
336,"peyretus de liffiaco","peyretus","de liffiaco",NULL,NULL,NULL,NULL,"clericus",NULL,NULL,NULL,NULL,NULL,NULL,"peyreti de liffiaco","homme",NULL,NULL,NULL,NULL,NULL,"clerc","clerc",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"perret","de liffiaco",NULL,"clerge","clerge","homme",NULL
5661,"bertronus riperti","bertronus","riperti",NULL,NULL,NULL,NULL,NULL,NULL,"sistercien diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de sisteron",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"bertrand","riperti",NULL,NULL,NULL,"homme",NULL
5898,"johannes covinis?","johannes","covinis?",NULL,NULL,NULL,NULL,NULL,NULL,"tulen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de toul",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","covinis?",NULL,NULL,NULL,"homme",NULL
6722,"giletus de monte aguto","giletus","de monte aguto",NULL,"avin",NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","avignon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"gilles","de monte aguto",NULL,NULL,NULL,"homme",NULL
600,"raymundus ioaquini","raymundus","ioaquini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"habitator avinionis",NULL,NULL,NULL,"ramund joaquini","homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"habitant d avignon","habitant d avignon",NULL,NULL,NULL,NULL,NULL,1357,"raymond","ioaquini",NULL,NULL,NULL,"homme",NULL
725,"bertrandus guioti","bertrandus","guioti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"bertrand","guioti",NULL,NULL,NULL,"homme",NULL
261,"thomas aymerici","thomas","aymerici","lo rascas",NULL,NULL,"cultor",NULL,NULL,NULL,"citoyen d avignon 1384",NULL,NULL,"serviens armorum curia episcopalis","thomas aymeric","homme",NULL,NULL,NULL,"agriculteur","agriculteur",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,"sergent d armes de la cour episcopale","sergent d armes",NULL,1358,"thomas","aymerici",NULL,"metier de l agriculture et de l elevage","agriculture","homme",NULL
3421,"guillelmus de tharascone","guillelmus","de tharascone",NULL,NULL,NULL,"pargamenerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"parcheminier","parcheminier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"guillaume","de tarascon",NULL,"cuir","ecrit","homme",NULL
1438,"johannes burgundionis","johannes","burgundionis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1364,"jean","bourgogne",NULL,NULL,NULL,"homme",NULL
537,"petrus peligrini","petrus","peligrini",NULL,NULL,NULL,"procurator",NULL,NULL,NULL,NULL,"ad 3 pillaria",NULL,"jurisperitus","petri pelegrin","homme",NULL,NULL,NULL,"procureur","procureur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jurisconsulte","jurisconsulte",NULL,1363,"pierre","pelegrini",NULL,"metier du droit","droit","homme",NULL
2947,"peyre grilhon","peyre","grihlon",NULL,NULL,NULL,"pellicier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"pelletier","pelletier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1322,"pierre","grihlon",NULL,"cuir","cuir","homme",NULL
3558,"raymundus laucandus","raymundus","laucandus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"raymond","laucandus",NULL,NULL,NULL,"homme",NULL
1458,"ramundus ricardi","ramundus","ricardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,"raymond","ricardi",NULL,NULL,NULL,"homme",NULL
3372,"petrus de palude","petrus","de palude",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1233,"pierre","de palude",NULL,NULL,NULL,"homme",NULL
5082,"rasechinus","rasechinus",NULL,NULL,NULL,NULL,"sellerius",NULL,NULL,"leodien diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"sellier","sellier",NULL,NULL,"diocese de liege",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"rasechinus",NULL,NULL,"cuir","cuir","homme",NULL
7167,"laurentius de senis","laurentius","de senis",NULL,NULL,NULL,"tabernari",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"tavernier","tavernier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"laurent","de senis",NULL,"hoteliers taverniers","vin","homme",NULL
4120,"johannes bernerii","johannes","bernerii",NULL,NULL,NULL,NULL,NULL,NULL,"asten diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese d asti",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","bernerii",NULL,NULL,NULL,"homme",NULL
8832,"vitalis de aranicis","vitalis","de aranicis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"juif",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"juif","juif",NULL,NULL,NULL,NULL,NULL,1358,"vital","de aranicis",NULL,NULL,NULL,"homme",NULL
7786,"gauterius de remis","gauterius","de remis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,1371,"gauthier","de remis",NULL,NULL,NULL,"homme",NULL
947,"nicolaus amanati","nicolaus","amanati",NULL,"florentia",NULL,"hostalerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme","florence",NULL,NULL,"aubergiste","aubergiste",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"nicolas","amanati",NULL,"hoteliers taverniers","vin","homme",NULL
4616,"uguettus aurelli","uguettus","aurelli",NULL,NULL,NULL,NULL,NULL,NULL,"caturcen diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de cahors",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"hugues","d aurel",NULL,NULL,NULL,"homme",NULL
6110,"poscholonnus","poscholonnus",NULL,NULL,NULL,NULL,"fusteri",NULL,NULL,"vapincen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"fustier","fustier",NULL,NULL,"diocese de gap",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"poscholonnus",NULL,NULL,"metier de la construction","bois","homme",NULL
6340,"albina de ales","albina","de ales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"albane","de ales","nom present",NULL,NULL,"femme",NULL
6603,"colinus lotharius","colinus","lotharius",NULL,NULL,NULL,"sabatier",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"savetier","savetier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"colin","lotharius",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
6855,"jacobus barralli","jacobus","barralli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jacques","barral",NULL,NULL,NULL,"homme",NULL
